YTID,start_seconds,end_seconds,positive_labels,label_description
dQmo5xYRUkk,160.0,170.0,/m/03l9g,hammer
dSvSguj99lI,70.0,80.0,/m/03wvsk,hair_dryer
dVUmBsUCR4w,320.0,330.0,/m/016622,bell
dYuuii0fIns,70.0,80.0,/m/0d31p,vacuum_cleaner
dhKZgvg9b14,50.0,60.0,/m/03qc9zr,screaming
di8GWxedDIE,30.0,40.0,/m/01h82_,engine
dnBZpY51lTE,7.0,17.0,/t/dd00018,pig
ds2vwZzy5gw,28.0,38.0,/m/09ddx,duck
dugQZNNnYK0,50.0,60.0,/m/0c2wf,typewriter
e-9XNuIthDg,18.0,28.0,/m/016622,bell
e2GV4ZOhfpU,60.0,70.0,/m/07r4wb8,knock
e469t9uiCZA,0.0,10.0,/m/0fx9l,microwave_oven
e4fDxck6HhQ,110.0,120.0,/m/01h82_,engine
e7mrGqwfJJI,360.0,370.0,/m/01h8n0,conversation
eB3TuLM-6ys,0.0,5.0,/m/0c2wf,typewriter
eDaAFyGOVZM,300.0,310.0,/m/01m2v,keyboard_typing
eE8qE5WF5Wc,90.0,100.0,/m/0c2wf,typewriter
eHcqH6qp9Tg,30.0,40.0,/m/02mfyn,car_alarm
eKQLEUPywM8,160.0,170.0,/g/122z_qxw,fireworks
eLDWoVd-K4o,30.0,40.0,/t/dd00018,pig
eLpoiPXQe1Q,0.0,10.0,/m/0c3f7m,fire_alarm
eNpFQ50WwQU,30.0,40.0,/m/03wvsk,hair_dryer
eRale39Z2Wg,1.0,11.0,/m/0c2wf,typewriter
eUHQcC4Mvpw,370.0,380.0,/m/016622,bell
eYwwhdVA3eM,300.0,310.0,/m/0j2kx,waterfall
eZvYi9PsAm8,0.0,10.0,/m/046dlr,alarm_clock
e_HhPw57sfA,110.0,120.0,/m/07pp_mv,alarm
ea0uee4xXL4,10.0,20.0,/m/0llzx,sewing_machine
eaFQ0O9Bzxg,0.0,10.0,/m/07r67yg,doorbell
eanZWgUZkmA,450.0,460.0,/m/07prgkl,pouring_water
efoanrO2giA,560.0,570.0,/m/03wvsk,hair_dryer
eibbW7B53Tc,140.0,150.0,/m/01m2v,keyboard_typing
ewJuQI95FEU,330.0,340.0,/m/0g6b5,fireworks
ex1J1fhotbU,70.0,80.0,/t/dd00134,car_passing_by
f0SxaRjXhEA,60.0,70.0,/m/02dgv,door
f0diQ4g3vuY,30.0,40.0,/t/dd00134,car_passing_by
f0nYKgkFvMM,7.0,17.0,/t/dd00002,infant_cry
f5AvBc2TTQQ,30.0,40.0,/m/01j4z9,chainsaw
f9KQdHfUlcs,30.0,40.0,/m/03wvsk,hair_dryer
fCljzvhZR4I,30.0,40.0,/m/03qc9zr,screaming
fFS3kxMFTH4,160.0,170.0,/m/07pws3f,shotgun
fIPsH57dZIY,22.0,32.0,/m/01w250,whistling
fLpLKstiULY,110.0,120.0,/m/0c3f7m,fire_alarm
fOvgWlyTdf4,100.0,110.0,/m/07c52,television
fULqRAn41Gk,30.0,40.0,/m/01h82_,engine
fWos7Z_zDgg,0.0,10.0,/m/014zdl,explosion
fse7DbNmyNs,410.0,420.0,/m/03cl9h,ice_cream_van
fvG7nQuLMn8,50.0,60.0,/m/01d3sd,snoring
fzmakPMuQus,0.0,10.0,/m/06_y0by,environmental_noise
g-x_OPlVpuo,10.0,20.0,/m/03wvsk,hair_dryer
g6R02u-Ck_E,20.0,30.0,/m/01w250,whistling
g7zWOJ1KzW8,10.0,20.0,/m/01d3sd,snoring
g8wdhSb01RY,0.0,10.0,/m/07pp_mv,alarm
gDLjyZzDFDQ,30.0,40.0,/m/03wvsk,hair_dryer
gFsrWHtBfkU,390.0,400.0,/m/03qc9zr,screaming
gGYIXl2u47w,170.0,180.0,/m/03l9g,hammer
gS6EJd0gxx8,80.0,90.0,/m/02_41,fire
gUnmimbP_lE,10.0,20.0,/m/01w250,whistling
gVgfohZexjk,510.0,520.0,/m/014zdl,explosion
gXpwexewzTE,20.0,30.0,/m/0395lw,bell
gY9rtF2vEOQ,20.0,30.0,/m/01hsr_,sneeze
gaSh66CPny8,120.0,130.0,/m/0llzx,sewing_machine
gelP4l9me1Y,280.0,290.0,/m/028ght,applause
giQhC1o1F18,30.0,40.0,/m/0d31p,vacuum_cleaner
gkZv2QS6c70,180.0,190.0,/m/01lsmm,scissors
gpKNvm70bsE,430.0,440.0,/m/0j2kx,waterfall
gp_D8r-2hwk,30.0,40.0,/m/014zdl,explosion
gqqcDn6PR34,120.0,130.0,/m/09ct_,helicopter
grHdbxhzaYc,190.0,200.0,/m/0fx9l,microwave_oven
grhlVfUgMF0,50.0,60.0,/m/07qqyl4,explosion
grs8dpaAM5o,440.0,450.0,/m/0lyf6,breathing
grtguGN6Tw0,30.0,40.0,/m/07r67yg,doorbell
gsXs1jCfR_A,250.0,260.0,/m/03wvsk,hair_dryer
gt_ubPDwXac,70.0,80.0,/m/0fx9l,microwave_oven
gwz2RRFSp_I,70.0,80.0,/m/03l9g,hammer
h86zLS_6M9Y,250.0,260.0,/m/03qc9zr,screaming
hCunjIRdSTE,0.0,9.0,/m/016622,bell
hDbcoVjLlks,60.0,70.0,/m/0c2wf,typewriter
hFTcS18hSn0,17.0,27.0,/m/0l15bq,clapping
hGQgIubTiTA,30.0,40.0,/t/dd00002,infant_cry
hKbLIAEsMQE,10.0,20.0,/m/01hsr_,sneeze
hR3MsCGVHN4,100.0,110.0,/m/07sq110,laughing
hRSRar3oQ7M,1.0,11.0,/m/03wvsk,hair_dryer
hSj_3aSS2rQ,340.0,350.0,/m/01lsmm,scissors
hTN99ep7VvQ,260.0,270.0,/m/01m2v,keyboard_typing
hWs6qu4ayAc,80.0,90.0,/m/0c3f7m,fire_alarm
hhrTjiFc1fw,10.0,20.0,/m/02mfyn,car_alarm
ho_Q4alkswk,140.0,150.0,/t/dd00134,car_passing_by
hzEUQKfAL98,30.0,40.0,/m/03l9g,hammer
i1AI2T1teUk,170.0,180.0,/m/0j2kx,waterfall
i3t9GvNirms,260.0,270.0,/m/03w41f,bell
i4t_TcTn9nI,29.0,39.0,/m/016622,bell
i5YpA-xDJCg,0.0,10.0,/m/0d31p,vacuum_cleaner
i6b7qo6h3O0,30.0,40.0,/m/0c2wf,typewriter
i7GrgCtwAKc,100.0,110.0,/m/03l9g,hammer
i8qBkZiuRl0,0.0,8.0,/m/07r67yg,doorbell
i91WlQ7-xEk,150.0,160.0,/m/03wvsk,hair_dryer
i9wsC1-1UOA,17.0,27.0,/m/01w250,whistling
iA_y5xWN9R8,30.0,40.0,/m/016622,bell
iHQAtkUDdGw,10.0,20.0,/m/046dlr,alarm_clock
iTCt2y66VTM,30.0,40.0,/t/dd00134,car_passing_by
iUGeL4Jwie4,30.0,40.0,/m/03wvsk,hair_dryer
iWEsrQx6A2U,300.0,310.0,/m/025td0t,background_music
iZcPr3wgJCw,30.0,40.0,/m/01h82_,engine
iag8d1ENKgk,0.0,5.0,/m/01z5f,dog
ibfk3CwArcQ,30.0,40.0,/m/07sq110,laughing
if8Oz8Q_GKE,50.0,60.0,/m/03w41f,bell
ikKyY9L1AD4,110.0,120.0,/m/0llzx,sewing_machine
ilr1YPqmEyM,110.0,120.0,/m/01h82_,engine
imVonxyW9I4,0.0,10.0,/m/07pws3f,shotgun
iq10bz3PxyY,250.0,260.0,/m/028ght,applause
iqf8-1wgM2c,30.0,40.0,/m/03wvsk,hair_dryer
iyMhOKBBK6E,430.0,440.0,/m/07pp8cl,telephone
iyn1OZFmvXE,30.0,40.0,/m/01w250,whistling
j-2zFMU1PJw,150.0,160.0,/m/03l9g,hammer
j8rYqLVl748,30.0,40.0,/m/0c2wf,typewriter
jEkklw_Hwkk,0.0,10.0,/m/02z32qm,shotgun
jLlr1dN3E3g,30.0,40.0,/m/0fx9l,microwave_oven
jM3KvKksGC8,30.0,40.0,/t/dd00018,pig
jR4xxRsuFFE,30.0,40.0,/m/01d3sd,snoring
jZxusrD28rM,30.0,40.0,/t/dd00134,car_passing_by
jlPw6hDNrqg,160.0,170.0,/m/02mfyn,car_alarm
jn1mSP8Hk8A,30.0,40.0,/t/dd00002,infant_cry
jpXQ-dD2-bk,30.0,40.0,/m/01w250,whistling
jxKqOOd2CY4,280.0,290.0,/m/01w250,whistling
jzAufWvuXEk,60.0,70.0,/m/03qc9zr,screaming
k-MqG-G_H0Y,17.0,27.0,/m/05tny_,dog
k3ep6MFhINI,30.0,40.0,/m/01w250,whistling
k6ra5xM5H7Y,120.0,130.0,/m/07sr1lc,screaming
k6xkbOCi7aY,10.0,20.0,/m/046dlr,alarm_clock
kAGXQUHmJsg,26.0,36.0,/t/dd00134,car_passing_by
kGKZ0YK4_rk,30.0,40.0,/m/0c3f7m,fire_alarm
kO_AKdCyuic,200.0,210.0,/m/06_y0by,environmental_noise
kQ5KzRQ_e7E,0.0,10.0,/m/03w41f,bell
kU09i50pg6o,70.0,80.0,/m/0c2wf,typewriter
kXApHFgX2HQ,80.0,90.0,/m/07pp_mv,alarm
kXHb-mZ4YVU,180.0,190.0,/m/046dlr,alarm_clock
kY0Gz-FU960,530.0,540.0,/m/0d31p,vacuum_cleaner
kYZPbv50Ag8,330.0,340.0,/m/03v3yw,keys_jangling
kYekWxe1cYE,0.0,3.0,/m/0fx9l,microwave_oven
kcNdIGJpvLM,30.0,40.0,/m/0c2wf,typewriter
kksZd-SAaCw,440.0,450.0,/m/03v3yw,keys_jangling
klY_rWHy_Bs,0.0,10.0,/m/07pbtc8,footsteps
kr6MJI36ge4,30.0,40.0,/t/dd00134,car_passing_by
krCoBVQZLiQ,30.0,40.0,/m/07pp_mv,alarm
ktDdwUEyb3A,0.0,10.0,/m/01m2v,keyboard_typing
kxdfSvvdZfo,140.0,150.0,/m/0d31p,vacuum_cleaner
l-rA9a34Mq4,310.0,320.0,/m/0g6b5,fireworks
l3ARyo7yFzo,30.0,40.0,/m/01h82_,engine
l3DJ2MJ5CzY,20.0,30.0,/m/03qc9zr,screaming
l5sbP_vmgl8,240.0,250.0,/m/0l15bq,clapping
l6Y5_LwfmRE,220.0,230.0,/m/07c52,television
lBnjix5PDHI,60.0,70.0,/m/02_41,fire
lLFTdmM7nSE,10.0,20.0,/m/01hsr_,sneeze
lMBDn8ExqCI,14.0,24.0,/m/01w250,whistling
lSaiA2tIgw0,100.0,110.0,/m/07sr1lc,screaming
lVHopwH5tSE,10.0,20.0,/m/01d3sd,snoring
lVQP0L9CgNQ,270.0,280.0,/m/02z32qm,shotgun
lc0cfPqIN1s,10.0,20.0,/m/03wvsk,hair_dryer
lczsLSLFbQ4,200.0,210.0,/m/03w41f,bell
le4C2HeNrdQ,30.0,40.0,/m/0c2wf,typewriter
leUP3MHTpiI,30.0,40.0,/m/03l9g,hammer
llAdPBw_iLk,170.0,180.0,/m/03wvsk,hair_dryer
llgsi8uZDTc,30.0,40.0,/t/dd00134,car_passing_by
lvi0RjGP2R8,280.0,290.0,/m/046dlr,alarm_clock
m7pJFsP8wtc,290.0,300.0,/g/122z_qxw,fireworks
m87mO5m2LmU,50.0,60.0,/m/0d31p,vacuum_cleaner
m9l9Qr0odVA,180.0,190.0,/m/01hsr_,sneeze
mDYp4Ks6JXc,120.0,130.0,/m/0j2kx,waterfall
mEDLOYAiXCE,0.0,10.0,/m/07pws3f,shotgun
mEHNGl0WQU8,20.0,30.0,/m/01d3sd,snoring
mFwURBjeSn8,30.0,40.0,/m/01j4z9,chainsaw
mFyS3HekU9o,290.0,300.0,/m/03l9g,hammer
mHWFt9zlMYU,360.0,370.0,/m/07prgkl,pouring_water
mKtM5YPwgQk,300.0,310.0,/m/01w250,whistling
mOmHE_P9znc,140.0,150.0,/m/02z32qm,shotgun
mPqj688FJLY,580.0,590.0,/m/03l9g,hammer
mVPswGyxPNY,400.0,410.0,/m/0lyf6,breathing
mYRRnFNNIBo,90.0,100.0,/m/0g6b5,fireworks
m_YrYZlGvKQ,10.0,20.0,/m/03wvsk,hair_dryer
maZ3b5w6xVI,440.0,450.0,/m/0395lw,bell
mcA_nVdrI0A,70.0,80.0,/m/02mfyn,car_alarm
mcnhvoxV0MM,220.0,230.0,/m/0j2kx,waterfall
mgnurQzxmbg,10.0,20.0,/m/03wvsk,hair_dryer
mkCSJLUMjkM,16.0,26.0,/m/016622,bell
mm0bW4giN0g,0.0,10.0,/m/016622,bell
msZvt9_kbuU,20.0,30.0,/m/02_41,fire
mtLO4RcFIG0,10.0,20.0,/m/0fd3y,ambient_music
muNZxQqWnt0,20.0,30.0,/g/122z_qxw,fireworks
mwG7z_aowKw,40.0,50.0,/m/025td0t,background_music
myWiV_HMXtc,10.0,20.0,/m/03qc9zr,screaming
n08qMfFB_UM,190.0,200.0,/m/03qc9zr,screaming
n0Jc1i6Ns4g,30.0,40.0,/m/01h8n0,conversation
nJ5VaxlKdQE,50.0,60.0,/m/01d3sd,snoring
nLEv1Ww9dEo,30.0,40.0,/m/01h82_,engine
nLT46BqE-OI,340.0,350.0,/m/02z32qm,shotgun
nPXSiWX2Z_4,40.0,50.0,/m/01j4z9,chainsaw
nPgdoP5ouO8,100.0,110.0,/m/03wvsk,hair_dryer
naiL18fGeEg,240.0,250.0,/m/016622,bell
nbB8C-lGSKQ,260.0,270.0,/m/03wvsk,hair_dryer
nd4wZwPTf5o,0.0,10.0,/m/028ght,applause
nqxLbLdoOkc,0.0,10.0,/m/01d3sd,snoring
nurF0VhxtTo,20.0,30.0,/m/03wvsk,hair_dryer
nwbRz1UP4MI,40.0,50.0,/m/03w41f,bell
nyf0IUg4jHE,420.0,430.0,/m/07pbtc8,footsteps
o6JRAX5HKgQ,0.0,10.0,/m/07c52,television
o9nKX542J9c,150.0,160.0,/m/01w250,whistling
oGGQaSTJ6Fw,270.0,280.0,/m/01hsr_,sneeze
oKloGAjT7qs,90.0,100.0,/m/02z32qm,shotgun
oQ2XdN7HGL4,120.0,130.0,/m/07pbtc8,footsteps
oRj8jNaNj7o,0.0,10.0,/m/025td0t,background_music
oVyvglHg-Ss,0.0,10.0,/m/01d3sd,snoring
ocOYpa4na5k,7.0,17.0,/t/dd00134,car_passing_by
ofnKFDQl_uw,400.0,410.0,/m/03l9g,hammer
ohCVx7uRmz8,50.0,60.0,/m/0l15bq,clapping
ojvtp3aHKdc,3.0,13.0,/m/01w250,whistling
opxGmpKOiE4,350.0,360.0,/m/0llzx,sewing_machine
oq4h6LGyDQ8,0.0,10.0,/m/03l9g,hammer
otxIneJxlsM,150.0,160.0,/m/02dgv,door
ow2cNtqCNPw,10.0,20.0,/t/dd00134,car_passing_by
owic-GeWQco,30.0,40.0,/m/02mfyn,car_alarm
p-M4cpLUoDw,10.0,20.0,/m/03w41f,bell
p-sRsHVhL4s,30.0,40.0,/m/03w41f,bell
p1EhaANeYCI,270.0,280.0,/m/028ght,applause
p1T-iAblitw,290.0,300.0,/m/01m2v,keyboard_typing
p1VgULGTPwU,190.0,200.0,/m/06_y0by,environmental_noise
p2LHdT6aHL8,30.0,40.0,/m/016622,bell
p39iuYKqYdw,30.0,40.0,/m/028ght,applause
pDH7G4gQrEk,50.0,60.0,/m/028ght,applause
pIpdn-w12ok,10.0,20.0,/m/0l15bq,clapping
pJRAWkLM7UE,110.0,120.0,/m/03w41f,bell
pLnHpv-W2Tc,230.0,240.0,/m/07sr1lc,screaming
pMDfOwaHg6A,53.0,63.0,/m/03w41f,bell
pSc_V9Oi72Q,30.0,40.0,/m/02mfyn,car_alarm
pWLDPmZsMSQ,30.0,40.0,/t/dd00134,car_passing_by
pZebkKZrRXc,30.0,40.0,/m/03w41f,bell
pZlGW5CCZaU,260.0,270.0,/m/0fx9l,microwave_oven
pbDO1W3OFFM,70.0,80.0,/m/01hsr_,sneeze
peqGE-BKFb4,530.0,540.0,/m/02_41,fire
prWt1op73ZI,190.0,200.0,/m/03w41f,bell
psLs3lk5s-k,10.0,20.0,/m/02z32qm,shotgun
ptIHZv3KdJw,0.0,3.0,/m/03wwcy,doorbell
q-5_Ed1aRSk,90.0,100.0,/m/01lsmm,scissors
q6IgSdTK2Pw,0.0,10.0,/m/0g6b5,fireworks
q70ql6R9P8Y,0.0,4.0,/t/dd00018,pig
qFTMEVccUMg,450.0,460.0,/m/0395lw,bell
qMA5TimeIuI,60.0,70.0,/m/03l9g,hammer
qNuqsDgyJjE,50.0,60.0,/m/01lsmm,scissors
qQftDhgC51A,90.0,100.0,/m/02_41,fire
qT_dYTeR8h8,4.0,14.0,/m/01w250,whistling
qgE1chZAAGY,400.0,410.0,/m/068zj,pig
qgeaoW55Pks,10.0,20.0,/m/025td0t,background_music
qgmivsTvSXw,380.0,390.0,/m/03w41f,bell
qjl7-zxkTx8,30.0,40.0,/m/02mfyn,car_alarm
qvOP_q727u0,30.0,40.0,/m/01h82_,engine
qvOdAaqot4Q,19.0,29.0,/m/02mfyn,car_alarm
qwQiOhqWeXs,40.0,50.0,/m/0c2wf,typewriter
qwmcAKJ_Cew,5.0,15.0,/m/02mfyn,car_alarm
qxLdv8u_Ujw,0.0,5.0,/t/dd00134,car_passing_by
qyJOnlp_C1Y,30.0,40.0,/m/01j4z9,chainsaw
qyT42nX_Ors,0.0,10.0,/m/02z32qm,shotgun
qyd_wSO361Q,25.0,35.0,/t/dd00018,pig
qyxKgC7B9PQ,30.0,40.0,/m/03w41f,bell
r3YX7kA3wB8,80.0,90.0,/m/02_41,fire
r6PPq8GwZgU,0.0,10.0,/m/0fx9l,microwave_oven
r8dW1geD3VQ,30.0,40.0,/m/03w41f,bell
rA46OCJsFek,90.0,100.0,/m/03w41f,bell
rEFAz1hIAPE,290.0,300.0,/m/0d31p,vacuum_cleaner
rII2rBqRz9Q,210.0,220.0,/m/01w250,whistling
rIQIHXwqnTE,50.0,60.0,/m/0c3f7m,fire_alarm
rNsFSVhZi9w,330.0,340.0,/m/07c52,television
rXK8ohd1m5A,10.0,20.0,/g/122z_qxw,fireworks
rhCLv2BETIc,0.0,10.0,/m/0lyf6,breathing
rmMFrnR_hfA,30.0,40.0,/m/03w41f,bell
rqzIV5OzbH0,30.0,40.0,/t/dd00134,car_passing_by
rrEB1RcaSMk,60.0,70.0,/m/01h8n0,conversation
rs7rSn4G_4s,500.0,510.0,/m/03l9g,hammer
ry-udTprO4o,490.0,500.0,/m/046dlr,alarm_clock
s-jlycmfUsw,30.0,40.0,/m/0912c9,car_horn
s-rEfipJ4ec,10.0,20.0,/m/0fx9l,microwave_oven
s2m6oNtNwdo,140.0,150.0,/m/0llzx,sewing_machine
s4WYG7iPVIo,130.0,140.0,/m/02mfyn,car_alarm
s5JPbWkRXKs,30.0,40.0,/m/014zdl,explosion
s5bCiY7Bb_I,30.0,40.0,/t/dd00134,car_passing_by
sAJAhrh16dA,250.0,260.0,/m/0d31p,vacuum_cleaner
sBX0_E2duBA,340.0,350.0,/m/0d31p,vacuum_cleaner
sGndF3lXXGE,510.0,520.0,/m/03l9g,hammer
sJeGzYiLTa8,30.0,40.0,/m/0fx9l,microwave_oven
sTc2Ixia8mo,30.0,40.0,/m/01j4z9,chainsaw
sY7mlZ2bcJo,170.0,180.0,/m/0d31p,vacuum_cleaner
sdAAD_Bc6fI,20.0,30.0,/m/03w41f,bell
sfA0tZgtSeg,30.0,40.0,/m/07qrkrw,cat
sgnKl22XCdI,100.0,110.0,/m/03l9g,hammer
sjrENY6wZm8,410.0,420.0,/m/03l9g,hammer
skvi9dUjShY,30.0,40.0,/t/dd00002,infant_cry
sm4bvVj-Xkc,8.0,18.0,/m/0fx9l,microwave_oven
so8kLYa008E,190.0,200.0,/m/0d31p,vacuum_cleaner
suzQIm1cgCI,0.0,10.0,/m/01w250,whistling
t05lg7ASVYg,10.0,20.0,/m/046dlr,alarm_clock
t0ulJOTOdjo,120.0,130.0,/m/07prgkl,pouring_water
t8rwfrPCW1M,30.0,40.0,/m/03w41f,bell
tNEGx3WCwBA,0.0,4.0,/m/03wwcy,doorbell
tSDWeENk1W8,30.0,40.0,/m/03w41f,bell
tSmtTLfENpc,60.0,70.0,/m/0c2wf,typewriter
tWxeUTLGrZ0,270.0,280.0,/m/07r67yg,doorbell
tbYM5Wtz-U8,26.0,36.0,/m/07sr1lc,screaming
teVE2waWdsU,30.0,40.0,/m/0l15bq,clapping
tl8K0QjKBCU,140.0,150.0,/m/02z32qm,shotgun
ttIeifVcqd4,20.0,30.0,/m/07r67yg,doorbell
u7V8SF5nUNY,340.0,350.0,/g/122z_qxw,fireworks
u8PSTB2D9Ro,0.0,5.0,/m/0395lw,bell
uA3S7dG4fCw,210.0,220.0,/m/01lsmm,scissors
uAERJnfcdJ4,390.0,400.0,/m/03l9g,hammer
uCTXqZ4_pKM,30.0,40.0,/m/01j4z9,chainsaw
uCUPXiawrJc,20.0,30.0,/m/0d31p,vacuum_cleaner
uCnHaxIjhhM,30.0,40.0,/m/07qqyl4,explosion
uDgi0fzGgr0,10.0,20.0,/m/046dlr,alarm_clock
uIE6dH5SaNU,160.0,170.0,/m/07pbtc8,footsteps
uIs3mjFjvKk,90.0,100.0,/m/0395lw,bell
uJWInkOeFx0,420.0,430.0,/m/0j2kx,waterfall
uLQPPdAKp1w,20.0,30.0,/m/02_41,fire
uO2ZDzmQPoY,20.0,30.0,/m/01lsmm,scissors
uUXDACKxRJA,150.0,160.0,/m/02mfyn,car_alarm
uYY7cJzqyMU,570.0,580.0,/m/03wwcy,doorbell
uaOY9f6uoks,0.0,10.0,/m/06_y0by,environmental_noise
ucICmff0K-Q,30.0,40.0,/m/01bjv,bus
uthV5xApuWQ,30.0,40.0,/m/03wvsk,hair_dryer
v3xrygbn33g,120.0,130.0,/m/0912c9,car_horn
v4LoWY-J9xo,100.0,110.0,/m/07qqyl4,explosion
v4ehaGeo6vs,190.0,200.0,/m/01y3hg,smoke_alarm
v5oorz0sCeE,150.0,160.0,/m/0d31p,vacuum_cleaner
v5x0zXCuJJc,50.0,60.0,/m/0d31p,vacuum_cleaner
vAl7W7sqGq4,250.0,260.0,/m/01lsmm,scissors
vEt2p23qcaQ,10.0,20.0,/m/01d3sd,snoring
vGkdEGzt3SQ,230.0,240.0,/m/07qqyl4,explosion
vQvy2WMvImM,30.0,40.0,/t/dd00002,infant_cry
vR7_0wHnHeI,20.0,30.0,/t/dd00134,car_passing_by
vXOwQ7_5f3M,360.0,370.0,/m/02_41,fire
w2AKKeN2otQ,0.0,10.0,/m/014zdl,explosion
w65m7AVSpYw,180.0,190.0,/m/0d31p,vacuum_cleaner
wBQgLx7hLS0,260.0,270.0,/m/06_y0by,environmental_noise
wH89yPM1NYY,150.0,160.0,/g/122z_qxw,fireworks
wUsT87ZtI50,30.0,40.0,/m/01h82_,engine
wZuk8oXBK9w,20.0,30.0,/m/0fd3y,ambient_music
weAnqreYaHw,30.0,40.0,/t/dd00002,infant_cry
wlkSmyEWNX0,320.0,330.0,/m/03w41f,bell
wxfWI5yRC_Y,60.0,70.0,/m/01lsmm,scissors
wzLojKtMRJI,130.0,140.0,/m/03v3yw,keys_jangling
x0QrWlWcft0,60.0,70.0,/m/03w41f,bell
x2DTHPF2VmM,30.0,40.0,/m/016622,bell
x3B-LiTR9ds,240.0,250.0,/m/0llzx,sewing_machine
xJXNHf09OO8,220.0,230.0,/m/0llzx,sewing_machine
xdl5R-a5ebM,60.0,70.0,/m/0fx9l,microwave_oven
xoL_pPNeNgU,0.0,10.0,/m/0c3f7m,fire_alarm
xpkuFCHDb0s,30.0,40.0,/t/dd00134,car_passing_by
xvB-caf_k4U,220.0,230.0,/g/122z_qxw,fireworks
xvLOnDO8TBg,70.0,80.0,/m/0g6b5,fireworks
y01wHb_XZ1Y,70.0,80.0,/m/03w41f,bell
y4UNk4FbWGs,20.0,30.0,/m/0j2kx,waterfall
y9-QoB7E0OU,220.0,230.0,/m/0j2kx,waterfall
yCyj0Or4Fw4,10.0,20.0,/m/0fd3y,ambient_music
yJPB7UlC4No,90.0,100.0,/m/0c2wf,typewriter
yNjUikl9arQ,40.0,50.0,/m/01w250,whistling
yOaXLc4Y7UY,30.0,40.0,/t/dd00134,car_passing_by
yPkr1XQFNJA,29.0,39.0,/m/05tny_,dog
yR6ejO1NO10,150.0,160.0,/m/02dgv,door
ySFLstlWseI,140.0,150.0,/m/01m2v,keyboard_typing
yhMOo9hSdic,510.0,520.0,/m/01lsmm,scissors
ykGnG1MfoGw,14.0,24.0,/m/01y3hg,smoke_alarm
yu9EpPJn5mA,300.0,310.0,/t/dd00134,car_passing_by
z1b7YU3z4yY,30.0,40.0,/m/03wvsk,hair_dryer
z3xiKSDoZEI,160.0,170.0,/m/01lsmm,scissors
z6oOz1AYk7Y,10.0,20.0,/m/01y3hg,smoke_alarm
zNswU3Pmyn0,30.0,40.0,/m/02_41,fire
zUy7zD4t2w4,30.0,40.0,/m/016622,bell
zVLqS6y0yxE,170.0,180.0,/m/0j2kx,waterfall
zWPwtay0dxM,30.0,40.0,/m/02mfyn,car_alarm
zWqvlnU-Kq8,390.0,400.0,/m/01w250,whistling
zY1LJu1j4zw,30.0,40.0,/t/dd00002,infant_cry
zY2JAbEVwGY,0.0,10.0,/m/07sq110,laughing
za8KPcQ0dTw,360.0,370.0,/m/02mfyn,car_alarm
zaMBCLi5Idg,0.0,7.0,/m/03w41f,bell
zaymTPz9WDU,30.0,40.0,/m/01j4z9,chainsaw
zb9OuUXnLxU,50.0,60.0,/g/122z_qxw,fireworks
zhH3QeoBZDI,320.0,330.0,/m/01hsr_,sneeze
zis0fIWwm6w,40.0,50.0,/m/0j2kx,waterfall
zkIlnWqrDQE,30.0,40.0,/m/0g6b5,fireworks
zkNbNA2mLIg,20.0,30.0,/t/dd00002,infant_cry
zoK3H42HCu8,30.0,40.0,/m/0d31p,vacuum_cleaner
zoK7XE8BWlY,60.0,70.0,/m/0d31p,vacuum_cleaner
zokD5rKQkag,80.0,90.0,/m/07pbtc8,footsteps
zuOmRkw0ieA,100.0,110.0,/m/03wvsk,hair_dryer
zw97u7XoQaY,570.0,580.0,/m/016622,bell
